Eixo;Problema central;Causa primária;Causa secundária;Causa terciária;Evidências nos grupos focais;Evidências nas oficinas;Indicadores;Outras evidências
Educação Infantil;Desigualdade na oferta de condições para o desenvolvimento e aprendizagem das crianças com qualidade;Dificuldade de realizar atendimento individualizado considerando necessidades de cada criança;Aumento de crianças com deficiência e neurodivergentes;;Mudança na atenção e no cuidado: o aumento do número de crianças por professora/professor na EMEI diminui o tempo de atenção individual. Outro aspecto relatado foram as diferenças significativas na transição entre crianças vindas de CEI parceiras e crianças que já conhecem as rotinas da rede direta.;;"Número de matrículas de crianças com deficiências/altas habilidades no Ensino Infantil:
14.950 matrículas de estudantes com deficiências/altas habilidades. Sendo 11.428 de estudantes com transtorno do espectro autista  
Fonte: Dados Gerenciais - DIE (08/25)";
Educação Infantil;Desigualdade na oferta de condições para o desenvolvimento e aprendizagem das crianças com qualidade;Dificuldade em garantir um padrão de qualidade e equidade das condições entre as diferentes unidades;Fragilidade do diálogo entre CEI e EMEI para compreender realidades e garantir continuidade do atendimento;Falta de acompanhamento dos problemas registrados nos planos de ação dos Indicadores de Qualidade da Educação Infantil Paulistana;;;Número de projetos integrados de transição realizados;Relatório TCM
Educação Infantil;Desigualdade na oferta de condições para o desenvolvimento e aprendizagem das crianças com qualidade;Profissionais em quantidade insuficiente para atender às demandas das UEs;Baixo engajamento e fraco vínculo entre escola e famílias;;IQ: Avaliar começa com o olhar, ver a criança, trazer a criança para você, identificando vulnerabilidades para fortalecer o aprendizado, e não usar como desculpa para justificar que aluno não se desenvolva, culpabilizando as famílias.;;Taxa de participação das famílias por ciclo avaliativo;
Educação Infantil;Desigualdade na oferta de condições para o desenvolvimento e aprendizagem das crianças com qualidade;Dificuldade de realizar atendimento individualizado considerando necessidades de cada criança;Insuficiência de profissionais de apoio à inclusão (libras, estudantes com deficiência);;IQ: [necessidade de ] profissionais que auxiliem na inclusão, como instrutores de libras e interpretes/[necessidade de] recursos humanos, assistentes que auxiliem em sala de aula ;;"Número de professores Educação Infantil 
2024: 27.940
2025: 
Quantidade de estudantes com deficiência na Educação Infantil:
2024: 14.122
2024: 15.264

Número de crianças com deficiências na Creche:
2024: 9.391
2025: 3.672

Número de crianças com deficiências na Pré Escola:
2024: 10.208
2025: 11.592
";"Relatório TCM: há evidências de problemas no atendimento inclusivo permeando igualmente CEIs diretos e parceiros, tais como ausência de diretrizes bem definidas e efetivas emanadas pelos órgãos de organização central e regional de educação (SME e DREs) – o atendimento fica, na prática, a cargo da organização interna e das condições materiais existentes em cada unidade de educação infantil; há escassez de unidades com professor habilitado para realizar a inclusão das crianças com deficiências; carência de formação específica para a inclusão de crianças com deficiência em 67% das escolas de educação infantil, segundo dados da avaliação MELE[1]; e falta de Professores de Atendimento Educacional Especializado (PAEEs) lotados nos CEIs para atuar de forma colaborativa com os demais colegas no trabalho de inclusão. A carência de profissional com formação específica em educação especial pode ocasionar prejuízo ao desenvolvimento dessas crianças."
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Fragilidade na concepção de educação integral em tempo integral;;;;"G: A SME investe de maneira clara na Educação Integral no aspecto de tempo quanto na diversidade de propostas. Entretanto não existe monitoramento dos resultados.
IQ: Escolhemos a alternativa C, pois há de se fazer um monitoramento de compreensão da diferença entre educação integral e ampliação do tempo escolar. 
PJ: Existe o Programa São Paulo Integral, mas não [há] um critério é [de] monitoramento efetivo; o desenvolvimento do integral necessita de mais materiais, mais recursos humanos, espaços físicos e projetos que contemplem os espaços e tempos ampliação do tempo com qualidade, mais projetos e programas diferenciados.";;
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Fragilidade do vínculo com o território;Baixa articulação entre gestões de CEUs e coordenação do SPI para o uso de espaços comuns;;"Relatório Geral: ""disputas e dificuldades de articulação entre a gestão de instituições que compartilham o mesmo espaço reduzem o aproveitamento da infraestrutura"" (p. 42)";;;
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Fragilidade na articulação pedagógica e integração de atividades entre etapas/modalidades de ensino;Concorrência entre programas SPI e Mais Educação ;;IP: Escolha entre projetos e ensino integral gerou resistência, pois tanto escolas como alunos veem os projetos como mais eficientes;;;
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Fragilidade nos fluxos e canais de comunicação institucionais;Normativas publicadas sem tempo hábil para organização das UEs;;CL: [Há necessidade de adaptação dos] cronogramas, pois os tempos impostos são de difícil implementação;;;
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Fragilidade do vínculo com o território;Baixa aderência das ações do SPI às especificidades das unidades, comprometendo a qualidade no desenvolvimento das iniciativas;;;"Dimensão 4 - C.:Ed. Integral: 
MP: Os projetos que estruturam a educação integral precisam estar alinhados as demandas dos territórios, visando as prioridades e escuta dos estudantes, numa perspectiva que atenda os ciclos de ensino e, sobretudo, os princípios declarados no Projeto Político Pedagógico ";;O Mapa da Desigualdade de São Paulo mostra que 45 dos 96 distritos têm notas inferiores à média nacional no IDEB, evidenciando disparidades entre territórios e dificuldade de alinhamento das políticas integrais aos contextos locais. 
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Dificuldade em garantir um padrão de qualidade e equidade das condições entre as diferentes unidades;Baixo número de unidades vulneráveis em SPI;;;BT: A secretaria tem o programa, mas infelizmente não atende os estudantes mais vulneráveis que precisam estar inseridos. O monitoramento também deve ser acompanhado;"Número de estudantes do Ensino Fundamental e Médio matriculadas no  PSPI  que estão inscritas no CadÚnico
10/2025: 198.564

Número de estudantes  do Ensino Fundamental e Médio matriculadas no PSPI  que recebem Bolsa Família:
10/2025: 116.727

Número de estudantes da RME nos CCAs: 
2024: 30.285 

Número de crianças da Educação Infantil matriculadas no PSPI que estão  inscritas no CadÚnico:
10/2025: 253.140

Número de crianças da Educação Infantil  matriculadas no PSPI que recebem Bolsa Família:
10/2025: 149.295

Número de matrículas SPI:
2024: 
CEU EMEF:  15.015 (37% das matrículas)
EMEF:  37.709 (9,67% das matrículas)
2025: 
CEU EMEF:   15.527  (34,69% das matrículas)
EMEF:   58.585 (14,17% das matrículas)

Distritos com maiores percentuais de matrículas em SPI em relação ao total de matrículas do distrito (considerando EMEF e CEU EMEF - 10/25) 
Limão: 66,4% (808)
Saúde: 58,1 (225)
Vila Leopoldina: 42,3% (499)
Jaguara: 41,9% (485)
Santana: 38,4 % (345)

Distritos com menores percentuais de matrículas em SPI em relação ao total de matrículas do distrito (considerando EMEF e CEU EMEF - 10/25) 
Anhanguera: 11,6% (117)
Lajeado: 11% (237)
Jaguaré: 10,6% (89)
Agua Rasa : 9,4% (81)
Fonte: SIG/EOL/DIE


";
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Fragilidade no atendimento da educação especial na perspectiva inclusiva;Fragilidade no atendimento de crianças com deficiências que necessitam de atividades específicas ou adaptação do tempo de permanência;;"Relatório Geral: ""há desafios para atender alunas/os atípicas/os, que necessitam de atividades específicas ou adaptação no tempo de permanência no ambiente escola""
PE: Alunos atípicos sofrem muito com o tempo de permanência, precisam de atividades exclusivas, e/ou considerar tempo mínimo, e a conduta de frequência ser negociada com as famílias";;"Número de matrículas de estudantes PCD no PSPI ou em horário integral:
Educação Infantil:
2023: 8.458 
2024: 4.696
Ensino Fundamental e Médio:
2023: 1.021
2024: 3.823

Matrículas em salas de recursos multifuncionais (RME):
2024: 7.837
2025: 22.641

Fonte: SIG/EOL/DIE";
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Fragilidade na articulação pedagógica e integração de atividades entre etapas/modalidades de ensino;Baixa integração de horários e propostas pedagógicas entre etapas/modalidades de ensino (ex: creche e ciclo de alfabetização).;;"FB: Integralizar horários de atendimento das unidades
IP: Estrutura do ensino fundamental, pois currículo da EMEI para a EMEF trazem um choque muito grande para a criança";;Número de projetos integrados de transição realizados;
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Dificuldade em garantir um padrão de qualidade e equidade das condições entre as diferentes unidades;Falta de orçamento e/ou articulação para promover atividades fora da escola;;CL: O projeto do integral no papel é maravilhoso. Entretanto, no dia a dia ele não acontece por questões de infraestrutura, falta de RH, falta de parcerias;;% do orçamento destinado a atividades do SPI;
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Dificuldade em garantir um padrão de qualidade e equidade das condições entre as diferentes unidades;Inadequação do PTRF às necessidades de construção e manutenção de espaços voltados para atender o SPI;;"Relatório Geral: ""A partir do momento que diminuíram a verba foi difícil manter uma tenda o ano inteiro, manter os materiais, horta. Se a SME quer que façamos um bom trabalho, precisa entender que os recursos financeiros precisam aumentar, não diminuir."" (p.42)";"Dimensão 3 - C.: Autonomia financeira
JT: Sugerimos que nos critérios de repasse, também se considerem índices referente a estrutura física (prédio). 
";"Total de repasse por DRE por adesão ao PSPI:
 BT: 747.383 (2025); 1.163.456,55 (2026)
CL: R$ 1,731,832.00  (2025); R$ 1,792,001.50 (2026)
CS: R$ 663,262.00 (2025); R$ 1,213,896.00 (2026)
FB: R$ 695,611.00 (2025); R$ 1,189,896.50 (2026)
G: R$ 585,708.00 (2025); R$ 1,195,140.95 (2026)
IP: R$ 614,635.00(2025); R$ 1,163,796.26 (2026)
IQ: R$ 484,273.00(2025); R$ 1,023,671.63(2026)
JT: R$ 1,049,910.00 (2025); R$ 1,106,929.93 (2026)
PE:R$ 560,939.00(2025); R$ 1,207,776.50 (2026)
PJ: R$ 1,030,082.00	(2025); R$ 1,864,983.42 (2026)
SA: R$ 634,652.00 (2025); R$ 1,178,003.68 (2026)
SM: R$ 802,166.00(2025); R$ 1,688,424.38 (2026)
Checar o dado
Número de unidades PSPI:
2025: 394
2026: 213 (ingressantes)/ 607 (total de unidades PSPI)
Fonte: COGED";
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Fragilidade do vínculo com o território;Falta de orçamento e/ou articulação para promover atividades fora da escola;;"Relatório Geral: ""Com relação ao transporte, foi apontada a necessidade de articular parceria com a SPTrans, além de disponibilizar recursos financeiros para deslocamento (locação de ônibus). Também foi mencionada a necessidade de apoio para estabelecer parcerias com iniciativas culturais organizações do território"" (p. 44)
CL: Parceria com transporte é fundamental para acessar os equipamentos (não há)";Questionário do diagnóstico: 45% dos respondentes indicaram a necessidade de promoção de parcerias com demais órgãos e secretarias voltadas à diversificação das atividades ofertadas aos estudantes durante a expansão da jornada;"Total de repasse por DRE por adesão ao PSPI:
 BT: 747.383 (2025); 1.163.456,55 (2026)
CL: R$ 1,731,832.00  (2025); R$ 1,792,001.50 (2026)
CS: R$ 663,262.00 (2025); R$ 1,213,896.00 (2026)
FB: R$ 695,611.00 (2025); R$ 1,189,896.50 (2026)
G: R$ 585,708.00 (2025); R$ 1,195,140.95 (2026)
IP: R$ 614,635.00(2025); R$ 1,163,796.26 (2026)
IQ: R$ 484,273.00(2025); R$ 1,023,671.63(2026)
JT: R$ 1,049,910.00 (2025); R$ 1,106,929.93 (2026)
PE:R$ 560,939.00(2025); R$ 1,207,776.50 (2026)
PJ: R$ 1,030,082.00	(2025); R$ 1,864,983.42 (2026)
SA: R$ 634,652.00 (2025); R$ 1,178,003.68 (2026)
SM: R$ 802,166.00(2025); R$ 1,688,424.38 (2026)

Número de unidades PSPI:
2025: 394
2026: 213 (ingressantes)/ 607 (total de unidades PSPI)

Número de saídas pedagógicas no semestre/ ano
";
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Dificuldade em garantir um padrão de qualidade e equidade das condições entre as diferentes unidades;Baixa adequação e ampliação do Transporte Escolar Gratuito (TEG) às dinâmicas e horários da educação integral;;"Relatório Geral: ""(...)há desencontros nos horários de entrada, de saída e das atividades entre turmas do parcial e do integral. Também foi apontado que a falta de TEG para alunas/os que moram longe impactam na frequência e permanência das/os estudantes""
IP: Ampliação do TEG";SA: (...) ausência de transporte para estudantes participantes dos programas e da Educação Integral;"Número de estudantes da RME com acesso ao TEG:
2025: 121.749";
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Profissionais em quantidade insuficiente para atender às demandas das UEs;Falta de professores especialistas para cobrir turmas sem professor no SPI ;;PE: Remanejamento de horários das turmas para atender a adesão ao EI é um problema (quinto ano teve que passar para tarde para o segundo ano entrar mais cedo). Nesse contexto, quando faltam as professoras, os únicos que podem atender são de educação física, faltam especialistas para atender os remanejamentos, a tarde ficou descoberta.;;"Déficit de professores no módulo 
Número de POEI
2024: 423
2025: 573
Fonte: EOL/SIG/DIE";"CENPRE:
10% das escolas indicaram que, quando necessário, as contratações/ substituições ocorrem de maneira rápida"
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Fragilidade no atendimento da educação especial na perspectiva inclusiva;Fragilidade na articulação entre as escolas, Assistência Social e Saúde, para atendimento das crianças e estudantes em situação de vulnerabilidade ou com deficiências;;IP: Melhorar a interface com a Assistência, pois o aluno está no CCA e não temos informação da saúde: “temos que repensar as parcerias, pois a quantidade de alunos com TEA requer uma relação próxima com a UBS”;"""A Secretaria participa ativamente das redes de proteção, com fluxos de encaminhamento definidos e suporte contínuo às escolas. No entanto, ainda enfrenta desafios na articulação eficiente entre os diferentes atores da rede, o que pode resultar em encaminhamentos demorados, sobreposição de ações ou lacunas no acompanhamento dos casos.
PE: ""Existe a rede de proteção, faltando a atuação das demais instâncias.""
CL: ""Faz-se necessário a melhoria nos fluxos e maior clareza nos encaminhamentos , considerando a vulnerabilidade do público alvo.""
SP2: ""O problema identificado foi a ausência de um suporte contínuo, que gera as lacunas no acompanhamento dos casos por falta de recursos.""
JT: ""Precisamos de melhorias ao trabalho preventivo como ampliação das ações. Melhorar os fluxos de encaminhamento e suporte.""";"Número de alunos do PSPI no CadÚnico
10/2025: 198.564
Número de estudantes do PSPI que recebem Bolsa Família:
10/2025: 116.727


Número de estudantes da RME nos CCAs: 
2024: 30.285 

Fonte: SIG/EOL/DIE
";"CENPRE:
Melhorar o apoio da rede protetiva; muitas escolas indicaram que não têm retorno do Conselho Tutelar"
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Profissionais em quantidade insuficiente para atender às demandas das UEs;Inadequação do módulo de profissionais para atender com qualidade às demandas em tempo integral;;"Relatório Geral: ""Há casos de encerramento de turmas que aderiram ao programa
por falta de quadro de funcionárias/os, resultando no aumento do tamanho das
turmas, que seguem em salas sem adequações físicas."" (43)

Relatório Geral: ""(...) Com relação às funções específicas da Educação Integral, foi indicada a criação de uma legislação exclusiva para UEs de ensino integral, retomando a previsão de módulos específicos de profissionais."" (44)
CL: Integração da equipe escolar, adaptação dos horários de JEIF
Relatório Geral: ""Tendo em vista este contexto, foi indicado o aumento do número de diferentes profissionais: professoras/es, assistente de direção (AD), AVEs, ATEs, ABAEs, estagiárias/os e terceirizadas/os.""(44)
IP:[Necessidade de] Adequação do tamanho das equipes para o atendimento integral";"Dimensão 4 - 14 - Ed. Integral / Dimensão 1 - 1 - ampliação EI
FB: Os desafios são relacionados aos espaços e aos profissionais disponíveis para garantir equidade e expansão das oportunidades
CS: [...] Se faz necessário pensar espaço físicos mais adequados e um número maior de funcionários de suporte á limpeza, merenda, segurança, prestadores em geral etc.
SM: [...] Nos deparamos com desafios estruturais, no corpo docente e atendimento à demanda local.
CL: A ampliação em Tempo Integral esbarra em algumas questões como: estrutura do prédio, infere-estrutura, recursos humanos, formação e financiamento. ";Déficit de profissionais no módulo nas UEs de Ensino Integral (DRE, etapa de ensino, UEs);"CENPRE:
74% das escolas indicaram ter o quadro completo de professores regentes
72% das escolas indicaram ter o quadro completo de profissionais de gestão e apoio"
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Dificuldade em garantir um padrão de qualidade e equidade das condições entre as diferentes unidades;Baixa atratividade da jornada de trabalho ampliada para atendimento do SPI;;"Relatório Geral: "" a ampliação da jornada fortalece a atuação da/o professora/professor, contribui no processo de elaboração dos planejamentos, e possibilita momentos de tutoria para as/os estudantes"" (p. 46)
PE: Precisaria ter instruções normativas especificas para as escolas de EI.";"dimensão 4 - C.: Ed. Integral
SA: A RMSP ainda não apresenta projeto de Educação Integral, seja na ampliação de carga horária, seja na compreensão do conceito da educação na integralidade [...]";"Número de POEI
2024: 423
2025: 573
Número de POEI em JEIF
2025:488
Fonte: Perfil do Servidor - DIE";"Questionário do diagnóstico: 20,3% dos respondentes apontaram a necessidade de ampliação das jornadas de trabalho de docentes para expansão da educação em
tempo integral"
Educação Integral em Tempo Integral;Baixa capacidade de implementação do modelo de educação integral em tempo integral;Dificuldade em garantir um padrão de qualidade e equidade das condições entre as diferentes unidades;Falta ou inadequação dos espaços físicos das unidades para atender às turmas do integral com qualidade;;"Relatório Geral: ""Limitações físicas e falta de espaços adequados: a ausência ou insuficiência de espaços adequados compromete a qualidade e a ampliação da Educação Integral. Os CEIs, os CEMEIs e as EMEFs possuem salas pequenas, ausência de quadras, de parques e de áreas externas para interação. A maioria dos espaços escolares comportam uma turma por vez, limitando a interação entre grupo"" (p. 42) / 
""No geral, a gente vai dando jeitinho, tira a sala de leitura, divide, faz uma sala de aula, divide a sala de informática, divide o estacionamento, a gente vai dividindo os espaços. O governo nunca vai mudar a estrutura se continuarmos a dar um jeitinho"" (p. 43)";"Dimensão 4 - C.: Ed. Integral/ (dimensão 1 -C.: ampliação EI)
JT: Embora haja uma legislação que oriente a educação integral, a prática não se dá como deveria devido à carência de pessoal, espaço físico e formação adequada e personalizada, conforme as necessidades de cada território. 
IP: Existe o programa de educação integral porém é necessário melhorar a infraestrutura dos equipamentos para garantir um atendimento de qualidade e eficiência [...]
PJ: [...] O desenvolvimento do integral necessita de mais materiais, mais recursos humanos, espaços físicos e projetos que contemplem os espaços [...]
FB: Os desafios são relacionados aos espaços e aos profissionais disponíveis para garantir equidade e expansão das oportunidades
CL: A ampliação em Tempo Integral esbarra em algumas questões como: estrutura do prédio, infere-estrutura, recursos humanos, formação e financiamento. ";"Total de repasse por DRE por adesão ao PSPI:
 BT: 747.383 (2025); 1.163.456,55 (2026)
CL: R$ 1,731,832.00  (2025); R$ 1,792,001.50 (2026)
CS: R$ 663,262.00 (2025); R$ 1,213,896.00 (2026)
FB: R$ 695,611.00 (2025); R$ 1,189,896.50 (2026)
G: R$ 585,708.00 (2025); R$ 1,195,140.95 (2026)
IP: R$ 614,635.00(2025); R$ 1,163,796.26 (2026)
IQ: R$ 484,273.00(2025); R$ 1,023,671.63(2026)
JT: R$ 1,049,910.00 (2025); R$ 1,106,929.93 (2026)
PE:R$ 560,939.00(2025); R$ 1,207,776.50 (2026)
PJ: R$ 1,030,082.00	(2025); R$ 1,864,983.42 (2026)
SA: R$ 634,652.00 (2025); R$ 1,178,003.68 (2026)
SM: R$ 802,166.00(2025); R$ 1,688,424.38 (2026)

Número de unidades PSPI:
2025: 394
2026: 213 (ingressantes)/ 607 (total de unidades PSPI)

";"Questionário do diagnóstico: 69,7% dos respondentes indicaram a necessidade de melhoria na infraestrutura para a expansão da educação em tempo integral
IN 25/2024: ""Amplia a abrangência do “Programa São Paulo Integral - PSPI”, instituído pela Portaria SME nº 7.464, de 2015, nas Escolas Municipais de Educação Infantil - EMEIS, Centros Municipais de Educação Infantil - CEMEIS, Escolas Municipais de Ensino Fundamental - EMEFS, Escolas Municipais de Ensino Fundamental e Médio - EMEFMS e Escolas Municipais de Educação Bilíngue para Surdos - EMEBS da Rede Municipal de Ensino e dá outras providências.""
Art. 2º O PSPI, que tem como objetivo principal a promoção de experiências pedagógicas visando à consecução da educação integral por meio da expansão do tempo de permanência dos estudantes na escola de forma qualificada, a ressignificação dos espaços e do currículo, garantindo o direito de acesso aos territórios educativos na escola e para além dela, numa perspectiva de formação e desenvolvimento integral, contemplando as aprendizagens multidimensionais e a integralidade dos sujeitos, fica reorientado conforme esta Instrução Normativa.
Art. 3º Priorizar no PSPI o atendimento das turmas dos 1º e 2º anos do ciclo de alfabetização. As turmas dos ciclos interdisciplinar e autoral, preferencialmente, realizarão as atividades de expansão de tempo nos projetos que compõem o Programa Mais Educação São Paulo."
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Desafios de integração entre materiais, práticas pedagógicas e avaliações;Baixa escuta e participação dos professores na elaboração das avaliações e materiais;;"SA: Garantir escutas específicas dos professores das Emeis para a elaboração de materiais e avaliações. Exceto por libras e português, o currículo comum não é adequado à realidade das Emeis
JT: Escuta e participação dos professores na elaboração das avaliações e materiais e também na análise dos dados (ex. Escola com 20% dos alunos com deficiência dificilmente alcançará metas da DRE; Caderno da Cidade não dialoga com o conteúdo de sala de aula. 5º ano trabalhou contos o ano inteiro e a prova pede uma carta)/Escolas são cobradas pelo SARESP, que tem concepção diferente. As provas do estado e do município são as mesmas, o que dificulta o fortalecimento do currículo municipal";;;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Fragilidade no acolhimento e diálogo com os estudantes;;JT: Estratégias de acolhimento do aluno, que promovem o diálogo de igual para igual;;;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Formação insuficiente e/ou inadequada das equipes;Poucas formações voltadas para acolhimento, mediação de conflitos e temas transversais (racismo, bullying, preconceitos) capazes de melhorar o clima escolar;;"IQ:A relação dos professores pode melhorar com formação, muitos tem dificuldades de lidar com temas sensíveis (preconceitos, racismo, bullying), não se sentem preparados e não tem escuta
SA: Capacitação das equipes para o acolhimento e mediação de conflitos que se originam de questões emocionais (ex. ansiedades que se tornam comportamentos violentos, alunos que se cortam), antes mais presentes nos anos finais mas cada vez mais presentes nos anos iniciais";;;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Poucos espaços de escuta da comunidade escolar sobre saúde mental e emocional;;"IP: ""espaços de escuta entre todos os segmentos da escola, incluindo equipe de apoio e estudantes, política pública para a saúde mental e emocional dos profissionais da educação, inclusive equipe de apoio, contratados e terceirizados (limpeza). ";;;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade nos fluxos e canais de comunicação institucionais;;;IP: Disponibilizar celular para a Unidade Escolar, para comunicação mais ágil por WhatsApp para eliminar a necessidade de uso e divulgação de celular pessoal de um funcionário da escola principalmente para o público externo/ Reparo de linhas telefônicas das escolas (algumas escolas há dias sem telefone institucional);;;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Desafios de integração entre materiais, práticas pedagógicas e avaliações;Fragilidade no acompanhamento e efetivação do currículo;;IP: Alinhar provas ao currículo. Provas atuais não dialogam com o currículo da cidade.;;;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Baixa capacitação das equipes para trabalhar o acolhimento e mediação de conflitos;;"SA: Capacitação das equipes para o acolhimento e mediação de conflitos que se originam de questões emocionais (ex. ansiedades que se tornam comportamentos violentos, alunos que se cortam), antes mais presentes nos anos finais mas cada vez mais presentes nos anos iniciais"".";;;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Poucas atividades que ampliem o repertório cultural e os vínculos fora da sala de aula (como saídas pedagógicas e projetos como POSL e AEL);;"JT: Oferta de projetos que envolvam arte, cultura e esporte/ Mais Educação: os projetos são mais íntimos, geram mais reflexão e mudam o comportamento
IQ: Saídas pedagógicas estimulam os alunos, gera o interesse das crianças, traz referencias, amplia o repertório, e prepara para a convivência./ Diversificar abordagens, saídas pedagógicas são estimulantes, os alunos criam vínculos a partir dos interesses em comum compartilhados/Uso de recursos precisa ser menos burocrático";;;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Oferta limitada de projetos de socialização e conscientização sobre diversidade (preconceito racial, deficiências, bullying) e que fomentem o protagonismo dos estudantes;;"SA: ""Promover projetos que perpassem filosofia, ciência e arte, e que valorizem o aluno como sujeito, a partir do que ele tem e do que ele traz""
CL: Atividades colocando o aluno mesmo como protagonista. Ter formações para desenvolver o aluno como protagonista 
IQ: Saídas pedagógicas estimulam os alunos, gera o interesse das crianças, traz referencias, amplia o repertório, e prepara para a convivência./ Diversificar abordagens, saídas pedagógicas são estimulantes, os alunos criam vínculos a partir dos interesses em comum compartilhados/Uso de recursos precisa ser menos burocrático
";;;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Presença frágil, reativa e pouco articulada de outras secretarias e Conselho Tutelar no atendimento às famílias;;;G:Maior aproximação com os Conselhos Tutelares para encaminhamento e acompanhamento dos casos/Disponibilização de celulares para ABAEs./Projetos mais Educação -os projetos estimulam as crianças/revisão da escola integral, que não teve aderência. Os projetos são mais atrativos, o currículo da escola integral é fechado/ JEIF e espaços de formação e troca entre professores e equipe de apoio são fundamentais.;"Dimensão 2: ações intersetoriais - C.: Participação em Redes de Proteção
""A Secretaria participa ativamente das redes de proteção, com fluxos de encaminhamento definidos e suporte contínuo às escolas. No entanto, ainda enfrenta desafios na articulação eficiente entre os diferentes atores da rede, o que pode resultar em encaminhamentos demorados, sobreposição de ações ou lacunas no acompanhamento dos casos.
PE: ""Existe a rede de proteção, faltando a atuação das demais instâncias.""
CL: ""Faz-se necessário a melhoria nos fluxos e maior clareza nos encaminhamentos , considerando a vulnerabilidade do público alvo.""
SP2: ""O problema identificado foi a ausência de um suporte contínuo, que gera as lacunas no acompanhamento dos casos por falta de recursos.""
JT: ""Precisamos de melhorias ao trabalho preventivo como ampliação das ações. Melhorar os fluxos de encaminhamento e suporte.""";;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Enfraquecimento e baixa utilização de instâncias de participação democrática (APM, Conselho Escolar, Grêmio Estudantil e assembleias);;"CL: Retomar e revitalizar instancias existentes como APM, Conselho de Escola e Grêmios. Não é necessário criar uma nova instância a cada questão que aparece.
CL: Fortalecimento do vínculo da escola com as famílias, por meio de gestão democrática. Assembleias com famílias e alunos
";"Dimensão 2: articulação com conselhos e comunidade -C.: Fóruns
PE: ""Conselho de escola ressalva dificuldade da comunidade (estudante e famílias) participarem das reuniões [de forma] ativa.""
MP: ""Temos os colegiados (Conselho de Escola, APMs, Grêmios Estudantis) mas ainda falta uma participação efetiva dos membros.""
JT: ""Falta a participação ativa comunitária como fóruns e conselhos, pois ainda estão enfraquecidos na esfera das tentativas.""";;
